Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
7100,2,2,2,40,0,80,1036,0,80,1047,0,80,1050,0,40,1072,0,80,360,0,80,436,0
14500,2,1,1,47,-1,0,19,-1,0,-1,-2,504,-1,-1,50,504,-1,0,50,-1,17,0,0
14000,2,1,1,55,-2,1444,338,-2,205,1444,-2,269,205,-2,752,269,-2,544,752,-2,293,544,0
2100,2,1,2,39,0,85,1895,0,93,1948,0,52,1933,0,40,1814,0,28,777,0,24,794,0
16000,1,2,1,43,0,135,119,-1,335,134,-1,43,335,0,5,310,0,122,199,-1,116,121,1
800,2,2,2,26,0,64,628,0,56,669,0,47,702,0,24,708,0,0,416,0,0,0,0
10500,2,2,1,51,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
4000,1,2,1,45,0,120,445,0,0,495,2,0,177,0,0,118,0,129,59,-1,0,129,0
8100,2,2,1,29,0,288,6289,0,236,6413,0,240,6486,0,241,6617,0,257,6749,0,252,6897,0
2100,2,2,2,32,0,56,677,0,52,710,0,27,750,0,28,765,0,29,781,0,28,797,0
9500,2,1,2,28,-1,401,1215,0,400,623,0,200,820,0,600,612,0,600,973,0,200,956,0
700,2,2,2,39,0,60,549,0,80,571,0,120,532,0,160,597,0,80,557,0,0,390,0
15500,2,2,1,43,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,159,0,1
400,1,3,1,42,1,0,428,4,0,416,3,0,404,2,12,388,0,0,400,0,0,396,0
13600,2,1,2,31,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
7900,2,3,2,30,1,0,0,-2,0,0,-2,12,0,-1,540,12,-1,272,540,-1,8,272,0
7200,1,3,1,64,0,7004,7652,-1,280,6991,0,200,6988,0,212,7073,0,212,7236,0,120,4929,1
1100,2,1,1,49,-2,0,134,-2,49,0,-2,19,49,-2,0,19,-2,7,0,-2,46,7,0
1900,2,3,2,27,0,69,1680,0,152,1709,0,80,1833,2,0,1871,2,143,1835,2,0,1948,0
900,2,3,2,25,1,0,766,2,53,727,0,20,689,0,4,305,0,0,69,0,128,0,0
2100,2,3,2,59,2,200,1862,2,0,2031,2,92,1982,0,40,907,0,25,686,0,23,700,1
8500,2,1,2,29,-2,0,58,-2,297,0,-2,36,297,-2,243,36,-1,92,243,-1,132,92,0
10300,2,1,2,29,-2,138,0,-2,0,138,-2,0,0,-2,8,0,-2,0,8,-2,38,0,0
13700,2,2,1,58,-1,358,669,-1,413,358,-1,832,412,-1,593,832,-1,185,593,-1,280,185,0
5100,2,1,2,30,0,280,5354,0,280,5072,0,280,5211,0,220,5344,0,204,5289,0,220,5274,0
10900,1,1,1,37,-1,16,16,-1,32,16,-1,0,32,0,16,16,-1,16,16,-1,16,16,1
2400,1,2,2,20,0,82,2383,0,66,2080,0,27,1417,0,28,770,0,28,771,0,28,783,0
15100,2,3,2,33,-1,370,154,-1,609,368,-1,448,606,-1,500,446,-1,550,499,-1,722,547,0
3700,1,1,2,27,-1,0,6,-1,17,0,-1,0,11,0,5,6,-1,101,5,-1,36,100,0
7300,1,2,2,35,0,264,5465,0,240,5342,0,240,5196,0,240,5322,0,200,5353,0,240,5303,0
400,1,2,2,22,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,56,0,1
700,2,1,2,28,2,80,742,0,343,789,-1,760,343,0,32,791,0,40,795,0,800,796,1
3100,2,1,2,28,0,272,3028,0,0,3201,2,240,3126,2,120,3223,2,0,3268,2,204,3139,1
1600,2,2,2,26,0,159,1497,0,0,1630,2,74,1543,0,60,1579,0,200,1585,0,64,1547,0
6900,2,2,1,38,0,42,382,0,0,222,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
900,1,2,2,28,1,97,690,2,33,764,2,0,772,2,27,748,0,84,757,0,0,829,0
1900,2,3,1,61,2,45,201,0,42,243,0,26,279,0,0,254,2,5,196,0,2,149,0
14400,2,1,1,34,-2,80,547,-2,24,80,-2,0,24,-2,158,0,-2,0,158,-2,93,0,0
3200,1,3,1,43,-2,71,16,-2,14,71,-2,0,5,-2,0,0,-2,0,0,-2,0,0,0
4800,2,3,1,48,-1,0,198,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
4300,2,2,2,22,0,240,4451,0,161,4461,0,120,4320,0,120,3168,0,160,3115,0,160,3225,0
2000,1,2,1,44,-1,289,196,-1,126,289,-1,0,126,-1,0,0,-2,0,0,-2,119,0,0
9600,1,1,2,32,0,400,1234,0,1,1611,2,380,1520,-1,365,380,-1,80,365,0,48,285,0
7200,2,1,2,37,0,200,2655,0,160,2681,0,200,2754,0,120,2879,0,108,2794,0,120,2689,0
14400,2,2,1,40,-1,29,174,-1,171,29,-1,83,171,-1,538,83,-1,298,1076,0,190,738,0
13100,2,2,1,27,0,400,9003,0,340,9198,0,689,9325,0,440,9857,2,0,10134,2,480,9964,0
5100,2,2,1,34,-1,0,1663,-1,554,0,-1,40,554,0,0,571,0,0,0,-2,0,0,0
4700,2,3,1,65,0,110,2337,0,96,2408,0,57,2442,0,0,2450,0,0,2308,0,34,101,0
2300,2,3,1,33,0,84,2302,0,120,2311,0,60,1974,0,60,1142,0,44,1163,0,44,1155,0
12900,1,1,1,41,-1,1366,434,-1,3459,1359,-1,9290,3441,-1,128,9281,0,300,625,-1,1,299,0
17200,1,2,2,30,-2,122,58,-2,0,122,-2,39,0,-2,0,39,-2,0,0,-2,41,0,0
1300,2,3,1,56,2,120,886,2,80,991,2,140,1043,2,0,1154,4,0,1124,3,40,1094,0
6300,2,2,2,27,1,280,6260,2,240,6287,0,289,6312,0,240,6299,0,240,6244,0,240,6266,0
1200,1,2,1,32,0,80,956,0,57,1020,0,38,1060,0,57,1081,0,120,2247,0,0,1166,0
1900,2,2,2,20,-2,409,33,-1,80,409,0,0,402,0,17,369,0,154,352,0,147,154,0
13600,2,2,1,33,2,442,16,-1,344,439,-1,450,342,-1,330,448,-1,321,328,-1,0,319,0
700,2,1,2,22,0,52,677,0,54,706,0,48,747,0,12,731,0,20,318,0,20,333,0
4800,1,2,2,37,1,47,0,-1,0,31,2,0,31,2,0,0,-2,0,0,-2,0,0,0
15600,2,2,2,36,0,524,12978,0,404,12375,0,400,10788,0,440,10641,0,360,10866,0,360,9838,0
8400,2,3,1,46,-2,538,471,-2,708,538,-2,0,708,-2,226,0,-2,592,226,-2,295,592,1
6300,2,1,2,37,0,0,480,0,0,-36,-2,0,-36,-2,0,-36,-2,0,-36,-2,0,-36,0
9700,1,1,2,42,0,2614,2938,0,1226,3307,0,2808,3050,0,400,3187,0,284,2329,-2,333,284,0
6400,2,2,2,31,0,141,5442,0,140,3470,0,140,3441,0,160,3520,0,140,3487,0,140,3375,0
14300,1,3,1,43,-2,177,0,-2,0,177,-2,147,0,-2,115,147,-2,117,110,-2,211,117,0
1200,2,2,2,21,1,0,1093,2,80,1064,0,80,1113,0,44,1076,0,45,1091,0,52,1114,0
3600,2,1,2,26,0,200,577,0,160,754,0,80,900,0,43,965,0,140,993,0,120,1109,1
12500,2,1,2,28,0,80,1784,0,65,1604,0,53,1592,0,111,1473,0,60,1559,0,60,1292,0
8700,1,1,2,28,0,280,5841,0,217,5805,0,240,4855,0,200,4032,0,240,4177,0,200,4288,0
5900,2,3,2,38,0,1286,3838,-1,75,59,-1,0,75,0,31,16,-1,0,31,0,16,15,1
7300,1,2,1,48,-2,0,0,-2,0,0,-2,0,0,-2,2,0,-2,0,2,-2,95,0,0
10500,1,2,1,48,0,9902,2319,0,360,10508,0,332,9898,0,263,10083,0,280,7825,0,280,7986,0
1300,1,2,2,47,0,76,1182,0,62,1156,0,44,1181,0,29,1203,0,16,701,0,200,606,0
6100,1,2,1,33,1,120,2108,2,120,2169,2,80,2231,2,0,2251,2,200,2191,2,120,2354,1
4000,1,3,1,56,0,50,435,0,52,478,0,20,522,0,40,533,0,24,564,0,24,579,0
12900,2,1,2,29,-2,8,0,-1,0,8,2,101,8,-1,10,101,-1,78,10,-1,12,78,0
14300,1,1,2,32,-1,223,433,-1,135,222,-1,525,131,0,401,550,0,644,514,0,574,836,0
900,1,2,2,38,0,160,1161,0,140,656,0,0,757,2,80,727,0,40,760,0,0,800,0
5100,1,2,2,27,0,91,2501,0,89,2502,0,90,2506,0,100,2556,0,120,2616,0,160,2587,0
3300,1,1,1,39,2,196,3198,2,120,3318,2,120,3346,2,124,3378,2,0,3356,2,440,3206,1
14300,2,2,2,25,0,226,524,-1,59,225,-1,93,59,-1,102,93,-1,120,91,0,120,175,0
11300,1,2,1,46,1,404,7556,2,320,7780,2,0,7909,2,600,7686,2,0,8157,2,282,8023,1
900,1,2,2,22,0,68,680,0,80,724,0,40,780,0,12,799,0,9,462,0,0,431,0
14300,2,2,2,35,-1,13,13,-1,202,13,-1,13,202,-1,0,13,-1,13,0,-1,8,13,1
8700,1,1,2,30,-1,13,709,-1,25,13,-1,13,25,0,0,25,0,13,13,-1,25,13,0
20000,2,2,2,45,-1,0,158,-1,11406,0,-1,200,11406,0,4,9978,0,8,8913,-1,21147,8,0
8500,2,1,2,29,2,12,12,-1,46,12,-1,91,46,-1,12,91,-1,170,12,-1,36,170,0
7300,2,1,2,25,0,400,4060,0,320,3150,0,64,3146,0,400,1772,0,53,1765,0,353,1512,0
14300,1,2,2,30,-1,268,391,-1,450,267,-1,390,448,-1,352,389,-1,475,351,-1,761,474,0
4500,0,4,1,62,4,258,303,11,579,918,8,475,1328,0,285,322,0,562,3387,-1,62,,0
6000,1,1,2,31,-1,1879,4350,0,2596,6088,0,4883,4212,0,4265,5981,0,5668,5858,-1,5528,5668,0
7200,2,2,2,29,-1,744,154,-1,62,744,-1,102,62,-1,122,102,-1,641,122,-1,13,641,0
1900,2,3,1,34,0,55,968,0,70,948,0,51,944,0,28,907,0,28,865,0,31,823,0
8300,1,1,1,31,0,92,2624,0,120,2536,0,120,2566,0,200,2645,0,0,2805,2,120,2690,0
8300,2,1,2,30,-1,44,111,-1,114,43,-1,831,114,-1,333,831,-1,70,332,-1,12,70,0
9200,1,2,2,25,0,272,5901,0,268,6013,0,402,5859,0,191,5769,0,205,5346,0,225,5464,0
9100,2,2,1,33,-2,76,93,-2,101,76,-2,75,101,-2,60,75,-2,75,60,-2,0,75,0
8100,2,1,2,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
3500,2,1,2,26,0,58,1005,0,60,1045,0,60,1010,0,80,1055,0,80,967,0,80,1024,0
6700,2,2,1,33,0,262,6895,0,253,6924,0,153,6846,0,143,4856,0,158,4742,0,160,4851,0
4000,2,1,2,31,1,0,251,2,200,95,2,0,282,2,0,31,0,16,16,-1,53,16,0
3700,2,1,2,26,0,76,1286,0,72,1341,0,52,1378,0,46,1249,0,52,1269,0,48,1300,0
2000,1,2,2,23,-1,747,134,-1,44,747,0,20,635,0,20,454,0,20,313,0,40,294,0
6300,2,1,2,29,-1,104,45,-1,0,104,2,74,52,-1,0,74,0,142,29,-1,0,142,1
5200,1,3,1,37,0,16,2072,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,0
700,1,1,2,41,0,120,624,0,0,730,0,0,0,-2,0,0,-2,40,0,-1,321,40,0
11200,2,2,2,37,0,360,8543,0,400,7890,0,320,7746,0,220,6451,0,340,5955,0,220,6200,0
14400,2,1,2,29,-2,332,12,-2,876,332,-2,1786,875,-2,156,1778,-2,0,156,-2,0,0,0
7900,1,2,1,38,1,360,7419,2,332,7597,2,0,7749,2,272,7565,0,580,7653,0,0,8111,0
8100,2,1,2,34,0,346,353,-1,562,343,0,6196,583,0,514,6305,0,2000,5747,0,400,6391,1
1100,1,1,1,53,0,52,630,0,100,671,0,0,760,2,40,736,0,72,764,0,0,823,0
2000,2,1,2,25,0,120,1676,0,88,1755,0,80,1802,0,80,1798,0,80,1626,0,120,1637,0
8500,2,2,1,30,-2,0,153,-2,258,0,-2,0,258,-2,110,0,-2,465,110,-2,470,465,0
4300,2,1,2,26,0,140,4148,0,140,3791,0,120,3788,0,148,3351,0,500,2925,0,4,2975,0
7900,1,1,2,28,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
1900,1,2,2,27,0,100,1825,0,100,1882,0,80,1931,0,80,1112,0,38,996,0,125,1018,1
3200,2,3,1,37,2,124,2800,2,168,2856,2,112,2952,2,0,2979,2,122,2913,0,105,2968,1
13100,1,1,2,33,-1,0,86,2,0,25,2,160,0,-1,0,160,-1,92,0,-1,0,92,0
10300,2,2,2,46,0,360,8319,0,280,8309,0,280,7885,0,320,7953,0,320,8040,0,320,8207,0
4900,1,3,1,39,2,120,3099,2,120,3146,2,120,3190,2,132,3234,2,144,3309,2,108,3392,1
4100,2,3,3,48,-1,108,33,-1,0,74,2,0,67,0,33,33,-1,33,33,-1,33,33,0
5100,1,1,2,39,0,60,903,0,60,889,0,40,871,0,20,377,0,40,352,0,5,344,0
4900,1,1,1,35,0,55,761,0,63,703,0,21,676,0,20,597,0,120,435,0,120,352,0
1500,2,2,2,21,-1,0,26,2,13,13,-1,1055,13,-1,35,1055,0,43,983,0,33,997,1
2100,2,5,1,34,2,77,996,0,1132,1018,-1,0,1048,2,44,1008,0,81,1030,0,0,1087,1
2900,2,2,1,33,1,68,917,2,0,958,2,80,931,2,0,983,2,120,962,2,24,1066,0
6300,2,1,1,58,-2,156,30,-2,144,155,-2,90,143,-2,16,73,-2,16,16,-2,16,16,1
11600,2,2,1,36,0,400,1299,0,17,843,-1,17,17,-1,509,17,-1,200,509,0,600,676,0
2700,2,1,2,26,0,120,2701,0,180,2680,0,162,2558,0,100,2548,0,112,2589,0,100,2639,0
9100,1,2,2,33,0,360,4003,0,400,4283,0,240,4602,0,136,4686,0,120,4697,0,51,4702,0
8100,2,1,2,24,0,291,7986,0,291,8085,0,280,7927,0,318,7588,0,280,7698,0,280,7761,0
2800,1,1,3,57,0,143,2802,0,107,2776,0,93,2814,0,96,2797,0,93,2725,0,99,2638,0
8400,2,1,1,37,-1,527,195,-1,645,525,-1,134,645,-2,431,134,-2,120,431,-2,661,118,0
4300,2,2,2,28,1,0,4504,2,160,4312,0,160,4339,0,340,4429,0,0,4583,2,160,4449,1
800,1,2,1,32,2,68,720,0,130,764,0,48,779,0,10,745,0,0,507,0,0,0,1
2300,2,1,2,26,1,922,0,-1,320,922,0,800,1131,0,67,1732,0,62,1772,0,600,1742,0
8400,2,1,2,28,1,32,0,-1,24,32,-1,60,24,-1,24,60,-1,31,24,-1,24,31,0
8800,2,1,2,29,0,208,2902,0,1207,2985,0,410,2495,0,560,1485,0,603,-27,-1,241,563,0
8800,2,3,1,36,-1,16,8,-1,0,16,2,8,8,-1,14,8,-1,14,14,-1,8,14,1
2700,1,2,1,24,0,74,1967,0,70,1958,0,80,1995,0,80,1939,0,72,1878,0,68,1918,0
6100,2,1,2,27,0,120,3212,0,160,3279,0,160,3386,0,160,3453,0,400,3555,0,160,3896,0
6900,2,1,2,25,-2,237,6168,-2,107,5993,-2,0,4521,-2,0,2435,-2,4,778,-1,183,4,0
6300,2,2,1,26,1,0,3025,2,128,2909,0,100,2986,0,104,2816,0,140,2876,0,200,2956,0
2100,1,3,1,39,0,53,930,0,60,918,0,51,863,0,28,898,0,28,865,0,28,781,0
20000,1,1,1,46,-1,265,212,-1,227,263,-1,180,226,-1,2719,179,-1,2633,2712,-1,1539,2626,1
11100,2,3,1,49,-2,0,0,-2,0,0,-2,27,0,-2,122,27,-2,230,122,-2,18,230,0
5500,2,3,2,25,0,218,4018,0,168,4160,0,72,4178,0,71,1752,0,80,1777,0,67,1810,0
1100,1,3,2,27,2,96,898,2,0,967,2,34,939,0,84,958,0,0,1026,2,44,1004,1
9500,2,1,2,35,-2,0,200,-2,200,0,-2,0,200,-2,10,0,-2,375,10,-2,46,375,0
2100,1,1,2,33,-1,72,959,0,76,965,0,52,1013,0,0,1031,0,0,0,-2,0,0,0
4400,2,1,2,29,0,165,3584,0,140,3529,0,160,3414,0,0,2982,2,60,2396,0,80,1690,0
8100,2,1,2,29,-2,224,198,-2,625,222,-2,67,622,-2,135,67,-2,0,135,-2,3818,-1,0
14400,1,1,1,37,-2,327,-2,-2,63,326,-2,199,63,-2,107,198,-2,24,107,-2,21,24,0
500,2,2,1,27,2,100,110,2,0,201,2,60,192,2,0,248,2,16,238,0,16,250,0
3600,2,2,2,24,1,0,525,2,40,429,0,400,385,0,0,708,2,40,620,0,124,374,0
7300,2,2,2,34,0,64,403,0,133,448,0,13,547,-1,4838,13,-1,200,4838,0,124,4934,0
6500,2,2,2,24,-1,302,863,-1,434,300,-1,498,428,-1,86,498,-1,984,85,-1,676,978,0
11100,2,1,2,30,-1,135,320,-1,1014,0,-1,747,1014,-1,141,716,-1,36,141,-1,38,36,0
6100,2,1,2,26,-1,180,336,-1,474,180,-1,297,474,-1,0,297,0,142,147,-1,229,142,0
13700,1,2,1,36,0,156,11692,0,188,3554,0,127,3683,0,128,3655,0,124,3584,0,128,3476,0
1300,2,2,1,28,2,0,864,2,124,838,2,0,948,2,140,920,0,200,1044,0,40,1220,1
12900,1,1,1,33,-2,165,75,-2,187,164,-2,159,187,-2,904,155,-2,165,899,-2,234,164,0
18300,2,2,2,37,0,704,17992,0,700,18002,0,552,18151,0,564,15864,0,581,15715,0,600,15939,0
3300,1,3,1,40,0,120,278,0,0,158,0,0,-2,-2,72,-2,-1,120,70,0,120,188,0
10900,2,2,1,44,0,408,991,0,636,721,-1,800,636,0,1160,1296,0,880,2016,0,73,2438,0
2400,2,1,2,32,-1,64,289,-1,62,64,-1,0,62,-1,0,0,-2,0,0,-2,0,0,0
7300,2,1,1,27,0,222,6086,0,230,6207,0,234,6337,0,235,6467,0,304,6595,0,245,6734,0
11200,2,1,1,43,0,345,9237,0,307,9425,0,260,7880,0,222,7952,0,201,7497,0,203,7094,0
14400,1,1,1,52,0,552,14128,0,492,13504,0,600,13661,0,549,14038,0,308,14235,0,320,8440,0
2000,2,2,2,28,0,80,830,0,65,895,0,81,854,0,20,594,0,20,493,0,20,416,0
2400,2,2,1,24,0,144,1389,0,0,1498,2,80,1462,0,64,1518,0,64,1551,0,54,1583,1
8100,1,1,2,32,-1,168,61,-1,48,167,0,76,68,0,1712,74,-1,0,1392,-1,3433,-1236,0
800,1,2,2,27,1,5,0,-1,408,5,-1,22,403,0,24,406,0,40,416,0,0,0,0
8700,1,2,1,38,-1,40,92,-1,452,40,-1,195,452,-1,123,195,-1,401,123,-1,259,376,0
7100,1,1,1,38,0,270,7252,0,263,7251,0,260,7218,0,263,7318,0,272,7251,0,244,7189,0
6400,1,2,1,44,1,0,463,2,80,444,2,0,516,2,60,496,2,0,548,2,80,533,0
5300,1,1,2,26,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
900,2,1,2,19,0,56,699,0,140,565,0,63,557,0,6,377,0,82,56,-1,0,82,0
2300,2,2,2,23,0,82,2256,0,90,2284,0,82,2322,0,60,2360,0,60,1583,0,60,1559,0
5900,2,2,2,25,0,120,428,0,280,528,0,140,796,0,140,923,0,0,1047,2,140,1025,1
13100,1,2,2,25,0,381,9169,0,324,9081,0,340,8882,0,296,8754,0,288,8132,0,316,7851,0
4100,2,2,1,30,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8100,1,3,0,49,-1,201,142,-1,369,200,-1,101,368,-1,0,101,0,177,41,-1,256,177,0
8300,1,2,1,43,1,0,5974,2,200,5813,0,144,3453,0,80,2787,0,80,2380,0,200,4780,0
14100,2,1,2,32,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,38,0,0
13300,2,2,2,38,0,230,6274,0,157,5587,0,164,4823,0,145,4926,0,151,4604,0,147,3429,0
14300,1,2,2,50,0,180,2721,0,120,2527,0,2000,1781,0,336,3223,0,333,333,-2,519,333,0
4900,2,2,2,45,2,0,4985,2,140,4848,0,80,4837,0,100,1918,0,80,1663,0,60,1471,1
12700,1,2,2,30,0,54,1187,0,49,1211,0,30,1229,0,30,1075,0,30,1053,0,28,1035,0
5600,1,2,1,44,0,202,5118,0,586,4015,0,200,3383,0,320,2624,0,200,2765,0,400,2636,0
7900,1,2,2,28,0,542,3326,0,544,3799,0,494,4272,0,500,4628,0,561,4889,2,196,5361,0
3600,1,2,2,31,0,120,2822,0,0,2062,0,0,0,-2,0,0,-2,0,0,-2,0,0,0
14400,1,1,2,32,0,520,14612,0,560,14501,0,483,14349,0,400,14137,0,380,11976,0,240,10425,0
800,2,1,2,24,-1,213,441,-1,839,213,-1,277,839,-1,1514,277,-1,80,1494,0,448,1152,0
2800,1,2,1,43,1,0,2172,2,208,2113,2,0,2263,2,100,2203,2,160,2243,2,0,2360,1
3200,2,2,2,22,1,0,295,2,0,280,2,0,0,-2,0,0,-2,0,0,-2,0,0,0
5600,1,2,2,32,1,128,2717,2,0,2776,2,260,2709,2,160,2923,2,80,3010,3,120,3030,1
18000,1,1,2,36,0,810,10429,0,2007,9141,0,284,9310,0,264,8320,0,400,7784,0,400,8042,0
800,2,2,2,22,-1,7,99,-1,67,7,-1,0,67,-1,0,0,-2,0,0,-2,0,0,1
17900,2,1,1,31,0,120,2686,0,120,2440,0,80,2509,0,324,2529,0,104,2520,0,80,1726,0
900,1,2,2,35,0,119,731,0,0,794,2,0,764,0,0,740,0,0,194,0,0,163,0
14500,1,2,2,31,-2,40,0,-1,0,40,2,0,40,2,0,0,-2,0,0,-2,0,0,0
14400,2,2,1,36,-2,0,0,-2,0,0,-2,0,0,-2,19,0,-2,0,19,-2,0,0,0
4400,2,2,2,38,0,200,1925,0,80,1789,0,80,1510,0,80,1381,0,659,1182,0,120,1696,0
2000,1,2,2,23,0,113,1382,0,48,742,0,520,773,0,60,727,0,360,773,0,40,783,0
800,2,2,1,26,-1,0,790,2,48,765,0,0,779,0,200,676,0,40,476,0,0,383,1
8500,2,2,1,42,-1,22,502,-1,211,22,-1,80,211,-1,36,80,-1,16,36,-1,36,16,0
11900,1,3,1,56,0,801,11300,0,801,11264,0,264,10449,0,800,6261,0,160,4831,0,168,4404,0
10400,2,2,2,28,0,80,787,0,120,712,0,120,790,0,120,862,0,120,841,0,120,799,0
2100,1,2,2,39,1,0,2008,1,117,-101,-1,1200,16,-1,211,1166,0,113,1211,0,124,913,0
8100,2,3,1,41,1,14,0,-1,0,14,-1,6,0,-1,0,6,0,8,6,-1,292,8,1
11600,2,1,3,27,0,261,8865,0,168,7618,0,198,4727,0,400,4429,0,97,4257,0,8840,612,1
2300,2,3,2,41,0,120,2252,0,96,2335,0,72,2369,0,128,2394,0,80,1280,0,160,1296,0
1700,1,2,1,37,2,52,1326,2,80,1345,2,0,1391,2,140,1357,2,179,1468,2,0,1616,1
14500,1,1,1,39,-2,29,13,-2,87,29,-2,13,87,-2,72,13,-2,60,72,-2,19,60,1
1900,1,2,2,22,1,0,0,-2,0,0,-2,40,0,-1,0,40,-1,0,0,-2,0,0,0
500,3,4,1,84,1,58,137,4,27,66,0,138,227,3,222,280,2,28,29,5,193,212,0
10000,1,1,2,34,-2,903,201,-2,0,899,-2,0,-1,-2,0,-1,-2,0,-1,-2,233,-1,0
3700,2,2,1,33,-1,0,147,2,1352,139,-1,0,1351,-1,0,0,-2,10,0,-1,140,10,0
3100,2,5,2,27,0,60,461,0,80,209,0,40,182,0,0,218,0,0,0,-2,0,0,0
1900,1,2,2,45,0,120,840,0,120,870,0,40,892,0,52,163,-1,0,52,-1,0,0,0
1300,1,2,1,37,-1,0,49,2,16,16,-1,16,16,-1,16,16,-1,0,16,-1,31,0,1
2400,2,2,1,26,0,59,1188,0,58,1090,0,56,1129,0,48,1136,0,40,1166,0,51,1153,1
3100,2,2,2,21,0,111,3056,0,150,3082,0,65,3181,0,24,3031,0,7,1165,0,85,347,0
5100,2,3,2,25,0,216,4991,0,158,5119,0,70,4760,0,67,1866,0,68,1904,0,69,1908,0
1300,1,3,2,26,-2,0,31,-2,16,0,-2,30,16,-2,16,30,-2,0,16,-2,32,0,1
5900,2,3,1,36,0,400,4609,0,200,4496,0,160,3943,0,160,3832,0,132,3489,0,128,3528,0
4400,1,2,1,41,2,0,1589,3,120,1554,2,0,1640,2,132,1604,2,59,1700,2,0,1728,1
4400,2,2,1,32,0,52,733,0,51,775,0,24,816,0,40,829,0,28,859,0,29,870,0
7100,2,3,2,28,-1,0,156,-1,29,0,-1,278,29,-1,0,163,-1,9,0,-1,0,9,0
3100,2,2,1,32,0,50,1136,0,41,1028,0,64,462,0,0,94,0,0,0,-2,0,0,0
4400,1,1,1,40,0,199,339,0,205,523,0,210,706,0,217,888,0,222,1071,0,230,1254,0
2000,1,2,2,21,0,0,1971,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
2300,2,2,2,22,1,0,380,2,1738,364,-1,68,1738,0,44,1379,0,40,1148,0,40,1042,0
4800,1,3,1,39,-1,222,139,-1,219,222,-1,437,219,-1,1,436,0,391,209,-1,1,391,0
4800,1,1,1,51,2,132,4504,2,240,4505,2,312,4610,2,60,4785,3,192,4757,2,0,4865,0
1200,2,3,1,46,0,50,593,0,132,634,0,52,755,0,66,716,0,0,770,2,34,752,1
700,2,2,2,23,2,0,276,2,60,266,0,60,315,0,89,363,0,0,440,3,0,421,1
15100,1,1,2,30,0,240,6682,0,240,6356,0,208,11002,0,200,6254,0,200,6151,0,160,5567,0
4300,2,1,1,30,0,64,1963,0,60,570,0,56,608,0,1520,651,0,57,2155,0,40,2166,0
5900,2,1,2,28,0,220,4393,0,212,4410,0,154,4410,0,160,4438,0,160,4206,0,158,4215,0
2900,2,3,2,40,0,104,517,0,40,585,2,40,588,0,40,591,0,80,607,0,80,654,0
1300,2,3,1,57,0,80,711,0,60,764,0,40,793,0,34,739,0,0,652,0,41,0,0
8100,2,1,2,29,0,160,4261,0,240,4290,0,240,4461,0,200,4567,0,200,4631,0,460,4750,0
4100,1,3,1,33,2,0,4053,2,140,3910,0,280,3697,0,0,3889,2,280,3556,2,0,3751,1
1900,1,1,2,28,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
17500,2,2,1,49,1,47,0,-1,76,46,-1,0,72,-1,89,0,-1,7,89,-1,63,7,1
12900,2,2,2,49,-1,120,229,0,14,315,-1,0,14,-1,60,0,-1,0,50,-1,428,0,0
7900,2,1,1,33,-1,35,34,-1,48,32,-1,243,48,-1,168,243,-1,122,168,-1,0,122,0
7100,2,1,2,31,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6900,2,1,2,40,-2,0,0,-2,79,0,-2,0,79,-2,11,0,-2,11,11,-2,44,11,1
5600,2,3,1,35,-1,176,48,-1,158,176,-1,210,158,-1,158,210,-1,157,158,-1,0,157,0
9200,2,3,2,48,-1,502,111,-1,124,501,-1,75,124,-1,1219,75,-1,179,1219,-1,225,178,0
6800,2,2,1,35,0,217,6346,0,188,5752,0,176,5526,0,178,5020,0,186,4968,0,180,4958,0
2100,2,3,1,45,0,79,1903,0,58,1951,0,48,1969,0,12,843,0,1080,600,0,56,1242,0
3100,2,3,1,26,0,66,141,-1,0,60,-1,93,0,-1,173,93,-1,0,173,-1,0,0,1
